seed,arena,arena_label,target,anchor_past,anchor_present,anchor_future,anchor_machine,anchor_beyond,temporality,ontology
22,WSJ,Wall Street Journal (business news),algorithm,0.0,0.0,0.0,0.27647234419254163,0.0,0.0,-0.27647234419254163
22,WSJ,Wall Street Journal (business news),control,0.0,0.0,0.0,0.012039749356133651,0.0,0.0,-0.012039749356133651
22,WSJ,Wall Street Journal (business news),decision,0.0,0.0,0.0,0.02837760901751704,0.012382777303891907,0.0,-0.015994831713625132
22,WSJ,Wall Street Journal (business news),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,WSJ,Wall Street Journal (business news),intelligence,0.0,0.0,0.0,0.05147608314676956,0.0,0.0,-0.05147608314676956
22,WSJ,Wall Street Journal (business news),learning,0.0,0.0,0.0,0.052568251780411204,0.0,0.0,-0.052568251780411204
22,WSJ,Wall Street Journal (business news),model,0.0,0.0,0.0,0.25198358679850025,0.0,0.0,-0.25198358679850025
22,WSJ,Wall Street Journal (business news),network,0.0,0.0,0.0,0.191480673360206,0.0,0.0,-0.191480673360206
22,WSJ,Wall Street Journal (business news),risk,0.0,0.0,0.008685914244380288,0.0,0.0,0.008685914244380288,0.0
22,WSJ,Wall Street Journal (business news),safety,0.0,0.0,0.0,0.03845599610323058,0.01681272749526181,0.0,-0.021643268607968773
22,WSJ,Wall Street Journal (business news),system,0.0,0.0,0.0,0.1833478163052773,0.0,0.0,-0.1833478163052773
22,WSJ,Wall Street Journal (business news),training,0.0,0.0,0.008749428006619129,0.03726609413525072,0.0,0.008749428006619129,-0.03726609413525072
22,WSJ,Wall Street Journal (business news),understanding,0.0,0.0,0.0,0.0,0.008648736927295533,0.0,0.008648736927295533
22,arxiv,arXiv (academic),algorithm,0.0,0.0,0.0,0.11758690161320867,0.0,0.0,-0.11758690161320867
22,arxiv,arXiv (academic),control,0.0,0.0,0.0,0.0719583549542768,0.0,0.0,-0.0719583549542768
22,arxiv,arXiv (academic),decision,0.0,0.0,0.0,0.057789414642529,0.0,0.0,-0.057789414642529
22,arxiv,arXiv (academic),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,arxiv,arXiv (academic),intelligence,0.0,0.0,0.0,0.028307158585872683,0.0,0.0,-0.028307158585872683
22,arxiv,arXiv (academic),learning,0.0,0.0,0.0,0.09633254589086455,0.013144805943983514,0.0,-0.08318773994688104
22,arxiv,arXiv (academic),model,0.0,0.0,0.0,0.22819160772331346,0.0,0.0,-0.22819160772331346
22,arxiv,arXiv (academic),network,0.0,0.0,0.0,0.21443266305941455,0.0,0.0,-0.21443266305941455
22,arxiv,arXiv (academic),risk,0.0,0.0,0.0,0.011422015475907998,0.0,0.0,-0.011422015475907998
22,arxiv,arXiv (academic),safety,0.0,0.0,0.0,0.01928543361836089,0.012886225346759343,0.0,-0.0063992082716015485
22,arxiv,arXiv (academic),system,0.0,0.0,0.0,0.1678703492765846,0.01251321318150435,0.0,-0.15535713609508023
22,arxiv,arXiv (academic),training,0.0,0.0,0.0,0.01371773888386428,0.0,0.0,-0.01371773888386428
22,arxiv,arXiv (academic),understanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NYT,New York Times (public news),algorithm,0.0,0.0,0.0,0.22200126215646054,0.007369079228095717,0.0,-0.21463218292836483
33,NYT,New York Times (public news),control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NYT,New York Times (public news),decision,0.015880840842927544,0.0,0.0,0.03306276967518176,0.0,-0.015880840842927544,-0.03306276967518176
33,NYT,New York Times (public news),generation,0.0,0.0,0.0,0.02810636184123435,0.0,0.0,-0.02810636184123435
33,NYT,New York Times (public news),intelligence,0.0,0.0,0.0,0.08153782302221688,0.0,0.0,-0.08153782302221688
33,NYT,New York Times (public news),learning,0.0,0.0,0.0,0.08891138053499764,0.0,0.0,-0.08891138053499764
33,NYT,New York Times (public news),model,0.0,0.0,0.0,0.266908418247556,0.007441532469204485,0.0,-0.25946688577835153
33,NYT,New York Times (public news),network,0.0,0.0,0.0,0.28142298241180974,0.020469191060966736,0.0,-0.260953791350843
33,NYT,New York Times (public news),risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NYT,New York Times (public news),safety,0.0,0.0,0.01777663736607677,0.02080371066167057,0.0,0.01777663736607677,-0.02080371066167057
33,NYT,New York Times (public news),system,0.0,0.0,0.0,0.23396213012619504,0.0,0.0,-0.23396213012619504
33,NYT,New York Times (public news),training,0.0,0.0,0.0,0.02084599827154541,0.0,0.0,-0.02084599827154541
33,NYT,New York Times (public news),understanding,0.0,0.0,0.0,0.0,0.01540952822451597,0.0,0.01540952822451597
33,WSJ,Wall Street Journal (business news),algorithm,0.0,0.0,0.0,0.27647234419254163,0.0,0.0,-0.27647234419254163
33,WSJ,Wall Street Journal (business news),control,0.0,0.0,0.0,0.012039749356133651,0.0,0.0,-0.012039749356133651
33,WSJ,Wall Street Journal (business news),decision,0.0,0.0,0.0,0.02837760901751704,0.012382777303891907,0.0,-0.015994831713625132
33,WSJ,Wall Street Journal (business news),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,WSJ,Wall Street Journal (business news),intelligence,0.0,0.0,0.0,0.05416362421493748,0.0,0.0,-0.05416362421493748
33,WSJ,Wall Street Journal (business news),learning,0.0,0.0,0.0,0.051114026472609986,0.0,0.0,-0.051114026472609986
33,WSJ,Wall Street Journal (business news),model,0.0,0.0,0.0,0.25858323704180525,0.0,0.0,-0.25858323704180525
33,WSJ,Wall Street Journal (business news),network,0.0,0.0,0.0,0.191480673360206,0.0,0.0,-0.191480673360206
33,WSJ,Wall Street Journal (business news),risk,0.0,0.0,0.008685914244380288,0.0,0.0,0.008685914244380288,0.0
33,WSJ,Wall Street Journal (business news),safety,0.0,0.0,0.0,0.03845599610323058,0.01681272749526181,0.0,-0.021643268607968773
33,WSJ,Wall Street Journal (business news),system,0.0,0.0,0.0,0.17268378622538919,0.0,0.0,-0.17268378622538919
33,WSJ,Wall Street Journal (business news),training,0.0,0.0,0.008749428006619129,0.03726609413525072,0.0,0.008749428006619129,-0.03726609413525072
33,WSJ,Wall Street Journal (business news),understanding,0.0,0.0,0.0,0.0,0.008648736927295533,0.0,0.008648736927295533
33,arxiv,arXiv (academic),algorithm,0.0,0.0,0.0,0.12374550982645001,0.0,0.0,-0.12374550982645001
33,arxiv,arXiv (academic),control,0.0,0.0,0.0,0.0715417606290351,0.0,0.0,-0.0715417606290351
33,arxiv,arXiv (academic),decision,0.0,0.0,0.0,0.0427119748586205,0.009047152412352861,0.0,-0.03366482244626764
33,arxiv,arXiv (academic),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,arxiv,arXiv (academic),intelligence,0.0,0.0,0.0,0.025551196728711333,0.011160582409357417,0.0,-0.014390614319353916
33,arxiv,arXiv (academic),learning,0.0,0.0,0.0,0.08246445589355837,0.0,0.0,-0.08246445589355837
33,arxiv,arXiv (academic),model,0.0,0.0,0.0,0.22295072826857798,0.0,0.0,-0.22295072826857798
33,arxiv,arXiv (academic),network,0.0,0.0,0.0,0.2092111512592805,0.0,0.0,-0.2092111512592805
33,arxiv,arXiv (academic),risk,0.0,0.0,0.0,0.012179221845125238,0.0,0.0,-0.012179221845125238
33,arxiv,arXiv (academic),safety,0.0,0.0,0.0,0.01928543361836089,0.012886225346759343,0.0,-0.0063992082716015485
33,arxiv,arXiv (academic),system,0.0,0.0,0.0,0.15943540176371482,0.007570855422603242,0.0,-0.15186454634111157
33,arxiv,arXiv (academic),training,0.0,0.0,0.0,0.01969709213323302,0.0,0.0,-0.01969709213323302
33,arxiv,arXiv (academic),understanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,NYT,New York Times (public news),algorithm,0.0,0.0,0.0,0.22200126215646054,0.007369079228095717,0.0,-0.21463218292836483
44,NYT,New York Times (public news),control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,NYT,New York Times (public news),decision,0.015880840842927544,0.0,0.0,0.03306276967518176,0.0,-0.015880840842927544,-0.03306276967518176
44,NYT,New York Times (public news),generation,0.0,0.0,0.0,0.02810636184123435,0.0,0.0,-0.02810636184123435
44,NYT,New York Times (public news),intelligence,0.0,0.0,0.0,0.09117155340252966,0.0,0.0,-0.09117155340252966
44,NYT,New York Times (public news),learning,0.0,0.0,0.0,0.08108864280120381,0.0,0.0,-0.08108864280120381
44,NYT,New York Times (public news),model,0.0,0.0,0.0,0.28667532075683017,0.008049081844036356,0.0,-0.2786262389127938
44,NYT,New York Times (public news),network,0.0,0.0,0.0,0.2748897001193951,0.022686498056120743,0.0,-0.2522032020632744
44,NYT,New York Times (public news),risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,NYT,New York Times (public news),safety,0.0,0.0,0.01777663736607677,0.02080371066167057,0.0,0.01777663736607677,-0.02080371066167057
44,NYT,New York Times (public news),system,0.0,0.0,0.0,0.21570577519752854,0.0,0.0,-0.21570577519752854
44,NYT,New York Times (public news),training,0.0,0.0,0.0,0.02084599827154541,0.0,0.0,-0.02084599827154541
44,NYT,New York Times (public news),understanding,0.0,0.0,0.0,0.0,0.01540952822451597,0.0,0.01540952822451597
44,WSJ,Wall Street Journal (business news),algorithm,0.0,0.0,0.0,0.27647234419254163,0.0,0.0,-0.27647234419254163
44,WSJ,Wall Street Journal (business news),control,0.0,0.0,0.0,0.012039749356133651,0.0,0.0,-0.012039749356133651
44,WSJ,Wall Street Journal (business news),decision,0.0,0.0,0.0,0.02837760901751704,0.012382777303891907,0.0,-0.015994831713625132
44,WSJ,Wall Street Journal (business news),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,WSJ,Wall Street Journal (business news),intelligence,0.0,0.0,0.0,0.06098082664092763,0.0,0.0,-0.06098082664092763
44,WSJ,Wall Street Journal (business news),learning,0.0,0.0,0.0,0.05891860782681211,0.0,0.0,-0.05891860782681211
44,WSJ,Wall Street Journal (business news),model,0.0,0.0,0.0,0.24843958908103472,0.0,0.0,-0.24843958908103472
44,WSJ,Wall Street Journal (business news),network,0.0,0.0,0.0,0.191480673360206,0.0,0.0,-0.191480673360206
44,WSJ,Wall Street Journal (business news),risk,0.0,0.0,0.008685914244380288,0.0,0.0,0.008685914244380288,0.0
44,WSJ,Wall Street Journal (business news),safety,0.0,0.0,0.0,0.03845599610323058,0.01681272749526181,0.0,-0.021643268607968773
44,WSJ,Wall Street Journal (business news),system,0.0,0.0,0.0,0.18505009387792756,0.0,0.0,-0.18505009387792756
44,WSJ,Wall Street Journal (business news),training,0.0,0.0,0.008749428006619129,0.03726609413525072,0.0,0.008749428006619129,-0.03726609413525072
44,WSJ,Wall Street Journal (business news),understanding,0.0,0.0,0.0,0.0,0.008648736927295533,0.0,0.008648736927295533
44,arxiv,arXiv (academic),algorithm,0.0,0.0,0.0,0.09663312214008528,0.0,0.0,-0.09663312214008528
44,arxiv,arXiv (academic),control,0.0,0.0,0.0,0.07143556912450334,0.0,0.0,-0.07143556912450334
44,arxiv,arXiv (academic),decision,0.0,0.0,0.010823055217628268,0.03769997166701689,0.0,0.010823055217628268,-0.03769997166701689
44,arxiv,arXiv (academic),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,arxiv,arXiv (academic),intelligence,0.0,0.0,0.0,0.027362248101998,0.0,0.0,-0.027362248101998
44,arxiv,arXiv (academic),learning,0.0,0.0,0.0,0.09963931094532613,0.0,0.0,-0.09963931094532613
44,arxiv,arXiv (academic),model,0.0,0.0,0.0,0.23973022805356747,0.0,0.0,-0.23973022805356747
44,arxiv,arXiv (academic),network,0.0,0.0,0.0,0.19032743165776508,0.0,0.0,-0.19032743165776508
44,arxiv,arXiv (academic),risk,0.0,0.0,0.0,0.012126638705694078,0.0,0.0,-0.012126638705694078
44,arxiv,arXiv (academic),safety,0.0,0.0,0.0,0.01928543361836089,0.012886225346759343,0.0,-0.0063992082716015485
44,arxiv,arXiv (academic),system,0.0,0.0,0.0,0.1526633064761227,0.0,0.0,-0.1526633064761227
44,arxiv,arXiv (academic),training,0.0,0.0,0.0,0.011830134026192046,0.0,0.0,-0.011830134026192046
44,arxiv,arXiv (academic),understanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,NYT,New York Times (public news),algorithm,0.0,0.0,0.0,0.22200126215646054,0.007369079228095717,0.0,-0.21463218292836483
55,NYT,New York Times (public news),control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,NYT,New York Times (public news),decision,0.015880840842927544,0.0,0.0,0.03306276967518176,0.0,-0.015880840842927544,-0.03306276967518176
55,NYT,New York Times (public news),generation,0.0,0.0,0.0,0.02810636184123435,0.0,0.0,-0.02810636184123435
55,NYT,New York Times (public news),intelligence,0.0,0.0,0.0,0.09971199854775374,0.0,0.0,-0.09971199854775374
55,NYT,New York Times (public news),learning,0.0,0.0,0.0,0.07957375376262218,0.0,0.0,-0.07957375376262218
55,NYT,New York Times (public news),model,0.0,0.0,0.0,0.2810552760731733,0.007072125769263363,0.0,-0.27398315030390996
55,NYT,New York Times (public news),network,0.0,0.0,0.0,0.2891360208096907,0.020644583172928797,0.0,-0.2684914376367619
55,NYT,New York Times (public news),risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,NYT,New York Times (public news),safety,0.0,0.0,0.01777663736607677,0.02080371066167057,0.0,0.01777663736607677,-0.02080371066167057
55,NYT,New York Times (public news),system,0.0,0.0,0.0,0.20637182182347524,0.0,0.0,-0.20637182182347524
55,NYT,New York Times (public news),training,0.0,0.0,0.0,0.02084599827154541,0.0,0.0,-0.02084599827154541
55,NYT,New York Times (public news),understanding,0.0,0.0,0.0,0.0,0.01540952822451597,0.0,0.01540952822451597
55,WSJ,Wall Street Journal (business news),algorithm,0.0,0.0,0.0,0.27647234419254163,0.0,0.0,-0.27647234419254163
55,WSJ,Wall Street Journal (business news),control,0.0,0.0,0.0,0.012039749356133651,0.0,0.0,-0.012039749356133651
55,WSJ,Wall Street Journal (business news),decision,0.0,0.0,0.0,0.02837760901751704,0.012382777303891907,0.0,-0.015994831713625132
55,WSJ,Wall Street Journal (business news),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WSJ,Wall Street Journal (business news),intelligence,0.0,0.0,0.0,0.058651739367889914,0.0,0.0,-0.058651739367889914
55,WSJ,Wall Street Journal (business news),learning,0.0,0.0,0.0,0.053675869202366194,0.0,0.0,-0.053675869202366194
55,WSJ,Wall Street Journal (business news),model,0.0,0.0,0.0,0.26225192478759757,0.0,0.0,-0.26225192478759757
55,WSJ,Wall Street Journal (business news),network,0.0,0.0,0.0,0.191480673360206,0.0,0.0,-0.191480673360206
55,WSJ,Wall Street Journal (business news),risk,0.0,0.0,0.008685914244380288,0.0,0.0,0.008685914244380288,0.0
55,WSJ,Wall Street Journal (business news),safety,0.0,0.0,0.0,0.03845599610323058,0.01681272749526181,0.0,-0.021643268607968773
55,WSJ,Wall Street Journal (business news),system,0.0,0.0,0.0,0.17381523485686023,0.0,0.0,-0.17381523485686023
55,WSJ,Wall Street Journal (business news),training,0.0,0.0,0.008749428006619129,0.03726609413525072,0.0,0.008749428006619129,-0.03726609413525072
55,WSJ,Wall Street Journal (business news),understanding,0.0,0.0,0.0,0.0,0.008648736927295533,0.0,0.008648736927295533
55,arxiv,arXiv (academic),algorithm,0.0,0.0,0.0,0.1400126028656713,0.0,0.0,-0.1400126028656713
55,arxiv,arXiv (academic),control,0.0,0.0,0.0,0.07575182340721588,0.0,0.0,-0.07575182340721588
55,arxiv,arXiv (academic),decision,0.0,0.0,0.0,0.028360981249463693,0.0,0.0,-0.028360981249463693
55,arxiv,arXiv (academic),generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,arxiv,arXiv (academic),intelligence,0.0,0.0,0.0,0.027799161985091792,0.0,0.0,-0.027799161985091792
55,arxiv,arXiv (academic),learning,0.0,0.0,0.0,0.0939673544675358,0.01136260048662784,0.0,-0.08260475398090797
55,arxiv,arXiv (academic),model,0.0,0.0,0.0,0.2352636310865849,0.0,0.0,-0.2352636310865849
55,arxiv,arXiv (academic),network,0.0,0.0,0.0,0.2100669709276355,0.0,0.0,-0.2100669709276355
55,arxiv,arXiv (academic),risk,0.0,0.0,0.0,0.011857282562659588,0.0,0.0,-0.011857282562659588
55,arxiv,arXiv (academic),safety,0.0,0.0,0.0,0.01928543361836089,0.012886225346759343,0.0,-0.0063992082716015485
55,arxiv,arXiv (academic),system,0.0,0.0,0.0,0.16706052219089812,0.0,0.0,-0.16706052219089812
55,arxiv,arXiv (academic),training,0.0,0.0,0.0,0.018167234224696117,0.0,0.0,-0.018167234224696117
55,arxiv,arXiv (academic),understanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0
